Time,Price,%,SD
27/02 09:25,"1,515.60",0.45,10.51
380,1550,4320
220,1560,5180
Time,Price,%,SD
27/02 14:10,"1,510.13",0.09,10.51
Call,,Put
4800,1470,700
4000,1480,880
3210,1490,1110
2500,1500,1400
1890,1510,1770
1360,1520,2240
930,1530,2810
610,1540,3490
380,1550,4320
230,1560,5120
Time,Price,%,SD
27/02 14:15,"1,509.72",0.06,10.51
Call,,Put
5610,1460,570
4800,1470,700
4000,1480,880
3210,1490,1110
2500,1500,1400
1890,1510,1770
1360,1520,2240
930,1530,2810
610,1540,3490
380,1550,4320
Time,Price,%,SD
27/02 14:20,"1,509.95",0.08,10.51
Call,,Put
5650,1460,570
4750,1470,720
4000,1480,880
3190,1490,1120
2500,1500,1420
1860,1510,1780
1330,1520,2270
910,1530,2860
610,1540,3510
380,1550,4320
Time,Price,%,SD
27/02 14:25,"1,509.95",0.08,10.51
Call,,Put
5650,1460,570
4750,1470,700
4000,1480,880
3190,1490,1110
2480,1500,1400
1890,1510,1760
1350,1520,2240
930,1530,2840
610,1540,3500
380,1550,4320
Time,Price,%,SD
27/02 14:30,"1,512.03",0.22,10.51
Call,,Put
4750,1470,700
4000,1480,870
3220,1490,1110
2510,1500,1390
1890,1510,1760
1360,1520,2240
940,1530,2840
620,1540,3500
390,1550,4260
240,1560,5160
Time,Price,%,SD
27/02 14:35,"1,512.03",0.22,10.51
Call,,Put
4750,1470,700
4000,1480,870
3220,1490,1110
2510,1500,1390
1890,1510,1760
1360,1520,2240
940,1530,2840
620,1540,3500
390,1550,4260
240,1560,5160
Time,Price,%,SD
27/02 14:40,"1,512.04",0.22,10.51
Call,,Put
4880,1470,670
4020,1480,840
3260,1490,1040
2560,1500,1360
1920,1510,1710
1380,1520,2190
950,1530,2730
630,1540,3400
400,1550,4170
250,1560,5160
Time,Price,%,SD
27/02 14:45,"1,512.11",0.22,10.51
Call,,Put
4880,1470,670
4020,1480,840
3260,1490,1070
2560,1500,1350
1930,1510,1720
1390,1520,2180
960,1530,2730
630,1540,3420
410,1550,4190
250,1560,5160
Time,Price,%,SD
27/02 14:50,"1,511.36",0.17,10.51
Call,,Put
4850,1470,680
4030,1480,850
3250,1490,1080
2520,1500,1360
1910,1510,1740
1380,1520,2200
960,1530,2760
640,1540,3470
420,1550,4190
260,1560,5060
Time,Price,%,SD
27/02 14:55,"1,511.36",0.17,10.51
Call,,Put
4850,1470,680
4030,1480,860
3250,1490,1080
2520,1500,1380
1920,1510,1750
1390,1520,2220
970,1530,2760
650,1540,3470
420,1550,4190
260,1560,5060
Time,Price,%,SD
27/02 15:00,"1,511.59",0.19,10.51
Call,,Put
4850,1470,680
4030,1480,860
3250,1490,1080
2520,1500,1380
1920,1510,1750
1390,1520,2220
970,1530,2760
650,1540,3470
420,1550,4190
260,1560,5060
Time,Price,%,SD
27/02 15:05,"1,511.94",0.21,10.51
Call,,Put
4850,1470,700
4030,1480,870
3250,1490,1100
2570,1500,1390
1950,1510,1760
1420,1520,2230
990,1530,2790
670,1540,3460
440,1550,4240
270,1560,5060
Time,Price,%,SD
27/02 15:15,"1,511.02",0.15,10.51
Call,,Put
4850,1470,710
4020,1480,890
3230,1490,1120
2510,1500,1410
1910,1510,1780
1370,1520,2260
950,1530,2830
640,1540,3510
410,1550,4290
260,1560,5060
Time,Price,%,SD
27/02 15:20,"1,511.72",0.20,10.51
Call,,Put
4850,1470,710
4020,1480,890
3230,1490,1120
2520,1500,1410
1910,1510,1780
1380,1520,2270
960,1530,2830
650,1540,3510
410,1550,4290
260,1560,5060
Time,Price,%,SD
27/02 15:25,"1,511.72",0.20,10.51
Call,,Put
4850,1470,710
3990,1480,880
3230,1490,1120
2520,1500,1420
1930,1510,1780
1390,1520,2250
970,1530,2850
650,1540,3540
420,1550,4290
260,1560,5060
Time,Price,%,SD
27/02 15:30,"1,511.88",0.21,10.51
Call,,Put
4850,1470,710
3990,1480,880
3230,1490,1120
2520,1500,1420
1930,1510,1780
1390,1520,2250
970,1530,2850
650,1540,3540
420,1550,4290
260,1560,5060
Time,Price,%,SD
27/02 15:35,"1,510.92",0.14,10.51
Call,,Put
4850,1470,700
4020,1480,880
3230,1490,1110
2540,1500,1400
1930,1510,1760
1390,1520,2250
970,1530,2830
650,1540,3540
420,1550,4290
260,1560,5060
Time,Price,%,SD
27/02 15:40,"1,511.14",0.16,10.51
Call,,Put
4760,1470,720
3960,1480,900
3210,1490,1140
2500,1500,1430
1900,1510,1800
1360,1520,2290
940,1530,2900
620,1540,3590
400,1550,4350
250,1560,5180
Time,Price,%,SD
27/02 15:45,"1,510.71",0.13,10.51
Call,,Put
4800,1470,720
3960,1480,890
3230,1490,1120
2530,1500,1420
1910,1510,1790
1380,1520,2270
960,1530,2900
640,1540,3590
420,1550,4300
260,1560,5180
Time,Price,%,SD
27/02 15:50,"1,510.71",0.13,10.51
Call,,Put
4800,1470,720
3960,1480,900
3200,1490,1140
2490,1500,1440
1890,1510,1790
1360,1520,2300
940,1530,2900
620,1540,3590
400,1550,4320
250,1560,5180
Time,Price,%,SD
27/02 15:55,"1,511.32",0.17,10.51
Call,,Put
4800,1470,710
3960,1480,890
3230,1490,1100
2520,1500,1410
1910,1510,1770
1370,1520,2260
950,1530,2850
620,1540,3590
400,1550,4290
250,1560,5180
Time,Price,%,SD
27/02 16:00,"1,512.01",0.22,10.51
Call,,Put
4880,1470,690
4060,1480,870
3270,1490,1080
2570,1500,1380
1940,1510,1750
1400,1520,2220
970,1530,2820
650,1540,3590
400,1550,4290
260,1560,5100
Time,Price,%,SD
27/02 16:05,"1,512.01",0.22,10.51
Call,,Put
4880,1470,690
4060,1480,870
3270,1490,1080
2570,1500,1380
1940,1510,1750
1400,1520,2220
970,1530,2820
650,1540,3590
400,1550,4290
260,1560,5100
Time,Price,%,SD
27/02 16:10,"1,511.75",0.20,10.51
Call,,Put
4870,1470,690
4070,1480,860
3260,1490,1090
2560,1500,1380
1930,1510,1750
1410,1520,2210
970,1530,2780
640,1540,3470
410,1550,4230
260,1560,5100
Time,Price,%,SD
27/02 16:15,"1,511.86",0.21,10.51
Call,,Put
4870,1470,690
4070,1480,860
3260,1490,1090
2560,1500,1380
1930,1510,1750
1410,1520,2210
970,1530,2780
640,1540,3470
410,1550,4230
260,1560,5100
Time,Price,%,SD
27/02 16:20,"1,511.86",0.21,10.51
Call,,Put
4870,1470,690
4040,1480,860
3260,1490,1080
2560,1500,1380
1940,1510,1730
1380,1520,2220
950,1530,2820
640,1540,3490
410,1550,4240
260,1560,5100
Time,Price,%,SD
27/02 16:25,"1,511.48",0.18,10.51
Call,,Put
4870,1470,690
4040,1480,870
3250,1490,1090
2540,1500,1390
1920,1510,1750
1380,1520,2220
950,1530,2810
630,1540,3460
400,1550,4240
250,1560,5080
Time,Price,%,SD
27/02 16:30,"1,511.48",0.18,10.51
Call,,Put
4870,1470,700
4040,1480,870
3250,1490,1080
2540,1500,1380
1920,1510,1740
1380,1520,2230
950,1530,2810
630,1540,3460
410,1550,4240
250,1560,5080
Time,Price,%,SD
27/02 16:35,"1,510.04",0.09,10.51
Call,,Put
4870,1470,690
4040,1480,870
3240,1490,1090
2520,1500,1380
1890,1510,1750
1370,1520,2220
930,1530,2800
630,1540,3470
400,1550,4240
250,1560,5080
Time,Price,%,SD
27/02 16:40,"1,510.04",0.09,10.51
Call,,Put
4750,1470,720
3930,1480,890
3190,1490,1140
2460,1500,1440
1860,1510,1770
1330,1520,2270
920,1530,2860
600,1540,3540
380,1550,4330
240,1560,5180
Time,Price,%,SD
27/02 16:45,"1,511.35",0.17,10.51
Call,,Put
4820,1470,690
3990,1480,870
3230,1490,1100
2490,1500,1390
1890,1510,1750
1340,1520,2240
920,1530,2810
620,1540,3540
390,1550,4330
240,1560,5110
Time,Price,%,SD
27/02 16:50,"1,511.07",0.15,10.51
Call,,Put
4780,1470,690
3990,1480,870
3200,1490,1090
2480,1500,1390
1880,1510,1750
1330,1520,2230
920,1530,2810
600,1540,3510
380,1550,4330
230,1560,5110
Time,Price,%,SD
27/02 16:55,"1,510.09",0.09,10.51
Call,,Put
4780,1470,690
3990,1480,870
3200,1490,1080
2500,1500,1380
1870,1510,1730
1350,1520,2220
930,1530,2790
610,1540,3480
390,1550,4270
230,1560,5110
Time,Price,%,SD
27/02 17:00,"1,510.09",0.09,10.51
Call,,Put
4730,1470,720
3870,1480,890
3110,1490,1130
2390,1500,1440
1800,1510,1820
1280,1520,2300
880,1530,2870
570,1540,3590
360,1550,4380
210,1560,5110
Time,Price,%,SD
27/02 17:06,"1,509.79",0.07,10.51
Call,,Put
5510,1460,560
4630,1470,720
3870,1480,890
3050,1490,1120
2380,1500,1440
1760,1510,1800
1250,1520,2300
850,1530,2930
550,1540,3640
340,1550,4380
Time,Price,%,SD
27/02 17:10,"1,510.60",0.12,10.51
Call,,Put
4740,1470,690
3920,1480,860
3150,1490,1090
2450,1500,1400
1840,1510,1750
1320,1520,2240
900,1530,2840
590,1540,3520
370,1550,4310
230,1560,5160
Time,Price,%,SD
27/02 17:15,"1,510.60",0.12,10.51
Call,,Put
4790,1470,670
3920,1480,850
3180,1490,1070
2500,1500,1370
1860,1510,1740
1330,1520,2220
900,1530,2790
590,1540,3460
370,1550,4250
220,1560,5100
Time,Price,%,SD
27/02 17:20,"1,510.60",0.12,10.51
Call,,Put
4810,1470,660
4000,1480,830
3220,1490,1060
2500,1500,1350
1870,1510,1710
1350,1520,2200
930,1530,2750
600,1540,3450
390,1550,4190
230,1560,5040
Time,Price,%,SD
27/02 17:25,"1,511.06",0.15,10.51
Call,,Put
4850,1470,680
3960,1480,850
3230,1490,1080
2510,1500,1370
1870,1510,1740
1350,1520,2200
930,1530,2780
610,1540,3470
390,1550,4250
240,1560,5040
Time,Price,%,SD
27/02 17:24,"1,511.06",0.15,10.51
Call,,Put
4850,1470,680
3927,1480,850
3228,1490,1070
2506,1500,1361
1867,1510,1730
1344,1520,2202
926,1530,2760
600,1540,3450
390,1550,4243
235,1560,5040
